beneficiary_id,district,programme_code,cause,cohort_band,is_synthetic,batch_id
BEN-023852,Sitapur,AID-2026-SH-455,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-017881,Sitapur,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015835,Sitapur,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002190,Sitapur,AID-2026-SH-455,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014178,Sitapur,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006912,Sitapur,AID-2026-HL-330,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019072,Sitapur,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018510,Sitapur,AID-2026-FS-207,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-022427,Chitrakoot,AID-2026-ED-512,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000155,Chitrakoot,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008143,Chitrakoot,AID-2026-HL-330,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013368,Chitrakoot,AID-2026-DR-114,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022632,Chitrakoot,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021810,Chitrakoot,AID-2026-SH-455,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-014320,Chitrakoot,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009383,Chitrakoot,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-016701,Sitapur,AID-2026-SH-455,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024756,Chitrakoot,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003951,Chitrakoot,AID-2026-ED-512,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-014324,Chitrakoot,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013926,Chitrakoot,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002284,Nyala,AID-2026-ED-512,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011622,Gaza North,AID-2026-FS-207,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000701,Chitrakoot,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024439,Chitrakoot,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005066,Chitrakoot,AID-2026-DR-114,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024590,Chitrakoot,AID-2026-ED-512,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008766,Chitrakoot,AID-2026-FS-207,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-011458,Chitrakoot,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003016,Chitrakoot,AID-2026-HL-330,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019660,Chitrakoot,AID-2026-SH-455,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-022238,Nyala,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019189,Nyala,AID-2026-FS-207,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011765,Nyala,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022881,Nyala,AID-2026-FS-207,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020826,Nyala,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021442,Kutupalong,AID-2026-ED-512,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000352,El Obeid,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005432,Nyala,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000928,Nyala,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003327,Nyala,AID-2026-HL-330,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-001014,El Obeid,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017621,Nyala,AID-2026-WS-618,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022258,Nyala,AID-2026-WS-618,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007006,Deir al-Balah,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014743,Deir al-Balah,AID-2026-FS-207,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018012,Deir al-Balah,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022549,Deir al-Balah,AID-2026-WS-618,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-001166,Deir al-Balah,AID-2026-WS-618,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011473,Khan Yunis,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024745,Deir al-Balah,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023519,Deir al-Balah,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018774,Nyala,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019582,Nyala,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009045,Nyala,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013844,Nyala,AID-2026-SH-455,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005523,Wad Madani,AID-2026-DR-114,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019959,Cox's Bazar,AID-2026-DR-114,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023048,El Obeid,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008504,Cox's Bazar,AID-2026-WS-618,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-015152,Cox's Bazar,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005280,Cox's Bazar,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022665,Khan Yunis,AID-2026-FS-207,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004676,Cox's Bazar,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025049,Cox's Bazar,AID-2026-ED-512,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010692,Cox's Bazar,AID-2026-WS-618,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-008388,Cox's Bazar,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022414,Chitrakoot,AID-2026-ED-512,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019250,Chitrakoot,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017868,Chitrakoot,AID-2026-DR-114,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005168,Chitrakoot,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015684,Diffa,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024811,Barabanki,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018314,Chitrakoot,AID-2026-SH-455,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002907,Chitrakoot,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014858,Chitrakoot,AID-2026-FS-207,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000702,Chitrakoot,AID-2026-FS-207,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023858,Kutupalong,AID-2026-DR-114,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002567,Kutupalong,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022696,Kutupalong,AID-2026-SH-455,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020587,Kutupalong,AID-2026-SH-455,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-001984,Gaza North,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-025275,Kutupalong,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017020,Kutupalong,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013911,El Obeid,AID-2026-WS-618,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-011010,Diffa,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006203,Kutupalong,AID-2026-FS-207,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003272,El Obeid,AID-2026-WS-618,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-002603,El Obeid,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021274,El Obeid,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009046,Sitapur,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013450,Sitapur,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012898,Rafah,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004893,Sitapur,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013035,Sitapur,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020628,Sitapur,AID-2026-ED-512,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005027,Sitapur,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009927,Sitapur,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015453,Sitapur,AID-2026-ED-512,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009276,Kassala,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013121,Gaza North,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003354,Kassala,AID-2026-FS-207,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018824,Gaza North,AID-2026-SH-455,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022514,Kassala,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016215,Kassala,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001264,Kassala,AID-2026-SH-455,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020327,Khan Yunis,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024724,Kassala,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013202,Kassala,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022294,Cox's Bazar,AID-2026-HL-330,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003056,Kassala,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025643,Kassala,AID-2026-ED-512,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019070,Kassala,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003160,Kassala,AID-2026-HL-330,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021581,Kassala,AID-2026-SH-455,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-013777,Khan Yunis,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013731,Kassala,AID-2026-FS-207,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-004048,Kassala,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012808,Wad Madani,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005108,Wad Madani,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023775,Wad Madani,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007294,Wad Madani,AID-2026-ED-512,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003920,Kassala,AID-2026-WS-618,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-011286,Diffa,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010535,Maradi,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017800,Kassala,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011338,Kassala,AID-2026-ED-512,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019291,Kassala,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008771,Balrampur,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012943,Nyala,AID-2026-WS-618,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-009654,Kassala,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006919,Kassala,AID-2026-ED-512,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018869,Chitrakoot,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021598,Chitrakoot,AID-2026-WS-618,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-012404,Chitrakoot,AID-2026-HL-330,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018340,Chitrakoot,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008401,Chitrakoot,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001319,Chitrakoot,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002316,Chitrakoot,AID-2026-HL-330,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019265,Chitrakoot,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020636,Maradi,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020186,Chitrakoot,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008847,Chitrakoot,AID-2026-SH-455,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000988,Chitrakoot,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004010,Chitrakoot,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012247,Chitrakoot,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002276,Kassala,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004625,Kassala,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012525,Sitapur,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008435,Kassala,AID-2026-ED-512,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-001532,Kassala,AID-2026-WS-618,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019715,Kassala,AID-2026-FS-207,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021652,Kassala,AID-2026-DR-114,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006925,Cox's Bazar,AID-2026-SH-455,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000492,Kutupalong,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005205,Sitapur,AID-2026-SH-455,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006686,Kutupalong,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009453,Kutupalong,AID-2026-HL-330,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009965,Kutupalong,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013061,Kutupalong,AID-2026-SH-455,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023615,Chitrakoot,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001616,Gaza North,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005961,Balrampur,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012214,Balrampur,AID-2026-DR-114,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000174,Balrampur,AID-2026-DR-114,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007332,Rafah,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013042,Kutupalong,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010928,Kutupalong,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020734,Kutupalong,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004824,Kutupalong,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020405,Kutupalong,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018524,Kutupalong,AID-2026-HL-330,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018128,Cox's Bazar,AID-2026-WS-618,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-011019,Balrampur,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016367,Balrampur,AID-2026-SH-455,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-017489,Balrampur,AID-2026-HL-330,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011852,Balrampur,AID-2026-HL-330,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021766,Balrampur,AID-2026-FS-207,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023430,Balrampur,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021148,Rafah,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011951,Wad Madani,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004735,Balrampur,AID-2026-DR-114,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012520,Balrampur,AID-2026-ED-512,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004247,Sitapur,AID-2026-DR-114,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008232,Sitapur,AID-2026-ED-512,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010199,Sitapur,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022054,Sitapur,AID-2026-ED-512,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010409,Sitapur,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025383,Sitapur,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004240,Sitapur,AID-2026-ED-512,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009154,Sitapur,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009028,Sitapur,AID-2026-DR-114,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-012187,Diffa,AID-2026-ED-512,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008259,Sitapur,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010319,Sitapur,AID-2026-SH-455,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-025709,Nyala,AID-2026-DR-114,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024551,Sitapur,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006789,Sitapur,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008196,Sitapur,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014871,Sitapur,AID-2026-SH-455,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024028,Kassala,AID-2026-FS-207,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-007881,Kassala,AID-2026-SH-455,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005358,Sitapur,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013485,Maradi,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005609,Kassala,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022829,Kassala,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021992,Balrampur,AID-2026-FS-207,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-001058,Cox's Bazar,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006921,Balrampur,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010865,Balrampur,AID-2026-WS-618,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023940,Balrampur,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017278,Balrampur,AID-2026-SH-455,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003902,Wad Madani,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011244,Chitrakoot,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014179,Deir al-Balah,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005812,Chitrakoot,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004430,Chitrakoot,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007876,Chitrakoot,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000122,Rafah,AID-2026-SH-455,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018360,Cox's Bazar,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004262,Chitrakoot,AID-2026-DR-114,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022975,Rafah,AID-2026-HL-330,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-005875,Maradi,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024870,Rafah,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013154,Rafah,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000452,Khan Yunis,AID-2026-DR-114,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002538,Rafah,AID-2026-HL-330,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-025211,Rafah,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000359,Wad Madani,AID-2026-SH-455,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021306,Rafah,AID-2026-DR-114,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022095,Rafah,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016883,Rafah,AID-2026-WS-618,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009744,Kutupalong,AID-2026-ED-512,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-017782,Kutupalong,AID-2026-SH-455,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025721,Kutupalong,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007077,Sitapur,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018748,Kassala,AID-2026-FS-207,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-005165,Deir al-Balah,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010588,Deir al-Balah,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010200,Deir al-Balah,AID-2026-FS-207,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-005351,Deir al-Balah,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014204,Deir al-Balah,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011364,Deir al-Balah,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009073,Diffa,AID-2026-WS-618,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-011657,Kutupalong,AID-2026-ED-512,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015013,Kutupalong,AID-2026-HL-330,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-005253,Kutupalong,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015449,Kutupalong,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002398,Kutupalong,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023047,Kutupalong,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015242,Kutupalong,AID-2026-FS-207,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-004162,Kutupalong,AID-2026-SH-455,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000282,Kutupalong,AID-2026-ED-512,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006029,Khan Yunis,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017078,Nyala,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000719,Nyala,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023307,Nyala,AID-2026-WS-618,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018843,Nyala,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004238,Nyala,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003295,Kassala,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009327,Chitrakoot,AID-2026-DR-114,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011827,Cox's Bazar,AID-2026-DR-114,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015290,Cox's Bazar,AID-2026-ED-512,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-015195,Cox's Bazar,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
