EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
132852115,PHI BETA KAPPA SOCIETY,% COLUMBIA U-COLLEGE - PBK SOCIETY,1606 NEW HAMPSHIRE AVE NW,WASHINGTON,DC,20009-2512,1130,03,9,2000,195106,1,16,059000000,5,01,202512,0,0,02,0,12,0,0,0,,DELTA OF NEW YORK CHAPTER
132852954,AMERICAN SOCIETY OF INTERIOR DESIGNERS EDUCATIONAL FOUNDATION I,% RANDY FISER,1152 15TH STREET NW,WASHINGTON,DC,20005-1723,0000,03,3,1000,197706,1,16,040043602,1,01,202409,7,5,01,0,09,5350308,903679,362248,S41Z,
132865775,IOMMP SUPPLEMENTAL BENEFITS FUND FOR NEW YORK CITY EMPLOYEES,,700 MARITIME BLVD STE B,LINTHICUM HTS,MD,21090-1953,0000,09,3,2000,197911,2,00,262000000,2,01,202412,6,6,01,0,12,2395239,1526081,782007,,
132874452,NATIONAL COUNCIL FOR GEOCOSMIC RESEARCH INC,,1351 MARYLAND AVE NE,WASHINGTON,DC,20002-5025,5544,03,6,1000,200904,1,16,123199161,1,01,202406,4,4,01,0,06,249703,134648,134648,V039,
132883907,ASSOCIATION FOR RESCUE AT SEA INC,% ANNE SKELTON,PO BOX 565,FISH CREEK,WI,54212-0565,0000,03,3,1000,197703,1,16,602000000,1,01,202504,4,3,01,0,04,157244,79168,79168,,
132885682,DUCTILE IRON SOCIETY INC,,W175N11117 STONEWOOD DR STE 280,GERMANTOWN,WI,53022-0009,0000,06,3,2000,197705,2,00,200000000,1,01,202506,6,4,01,0,06,1603353,438620,438620,,
132885920,AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,% SUJIT K DATTA,3155 STONE WHEEL ST,AVON,OH,44011-0000,2603,03,9,2800,197502,1,16,328924040,5,01,202512,0,0,02,0,12,0,0,0,,17 CLEVELAND LOCAL SECTION
132888309,AKITA OWNERS RESCUE FOUNDATION CORP,% DEANNA OBRIEN,6538 N NORDICA AVE,CHICAGO,IL,60631-1649,0000,03,3,4000,198001,1,15,913000000,1,01,202512,4,3,01,0,12,136504,87957,87957,,
132899381,NATIONAL CENTER FOR LEARNING DISABILITIES INC,% LINDSAY E JONES,1930 18TH ST NW STE B2 PMB 2168,WASHINGTON,DC,20009-1797,0000,03,3,1000,197707,1,15,602000000,1,01,202412,7,6,01,0,12,6607186,3182353,3111118,,
132901943,CARPET TRADE GOLF ASSOCIATION INC,% KREINDLER REL,PO BOX 285,GLADWYNE,PA,19035-0285,0000,07,3,1000,197708,2,00,288318000,1,01,202512,3,3,01,0,12,70088,61682,61682,,
132902515,WISCONSIN AUTOMOBILE INSURANCE PLAN,,20700 SWENSON DR STE 100,WAUKESHA,WI,53186-0905,0000,06,3,1000,000000,0,00,000000000,5,01,202412,3,4,01,0,12,85534,100000,100000,,
132903885,SOCIETY OF CHEMICAL MANUFACTURERS AND AFFILIATES INC,% SOCI,1400 CRYSTAL DR STE 630,ARLINGTON,VA,22202-4159,0000,06,3,2000,197806,2,00,200000000,1,01,202412,8,7,01,0,12,21249963,7547924,5857201,,
132910505,WILLIAM H WARNER MEMORIAL FUND,% JPMORGAN CHASE BANK NA,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,03,3,1000,197812,1,04,602000000,2,01,202512,4,4,00,1,12,468467,120496,,,
132923701,SALVATION ARMY WORLD SERVICE OFFICE SAWSO,% THE SALVATION ARMY,615 SLATERS LN,ALEXANDRIA,VA,22314-1112,0000,03,3,1000,197803,1,17,910000000,1,01,202409,9,8,01,0,09,75742621,33524306,18891365,Q300,
132930296,AMERICAN RECORDER SOCIETY INC,,3205 HALCOTT LN,CHARLOTTE,NC,28269-9709,0000,03,1,2000,196201,1,15,119059318,1,01,202508,5,4,01,0,08,591763,320248,320248,,
132935236,HARVEY PHILLIPS FOUNDATION INC,,4769 S HARRELL RD,BLOOMINGTON,IN,47401-9028,0000,03,3,1200,197804,1,15,090000000,1,01,202506,4,4,01,0,06,198507,283050,283050,T21Z,
132937225,ACADEMY OF SPINAL CORD INJURY PROFESSIONALS INC,,6 LAWRENCE SQ,SPRINGFIELD,IL,62704-2523,0000,03,3,1000,197806,1,16,162179000,1,01,202512,4,5,01,0,12,335057,627027,627027,G55Z,
132937329,SOCIETY FOR SEX THERAPY & RESEARCH INC,,6510 TELECOM DR,INDIANAPOLIS,IN,46278-6029,0000,03,3,2000,201108,1,16,000000000,1,01,202412,4,4,01,0,12,199331,162543,162543,E40,
132938753,AMERICAN SOCIETY OF HOME INSPECTORS,,1415 WEST 22ND ST TOWER FLOOR,OAK BROOK,IL,60523-2074,0000,06,3,2000,197808,2,00,205000000,1,01,202506,6,6,01,0,06,2140439,2789119,1849095,,
132942996,INSIGHTS ASSOCIATION INC,,1629 K ST NW STE 300,WASHINGTON,DC,20006-1631,9104,06,6,2000,198009,2,00,200000000,1,01,202412,6,7,01,0,12,1600196,6404276,5046530,S41Z,
132943020,THE PHILANTHROPY ROUNDTABLE INC,,1120 20TH ST NW STE 400N,WASHINGTON,DC,20036-3592,0000,03,3,1000,197807,1,15,521602603,1,01,202412,8,8,01,0,12,22477501,23028231,12485005,T50Z,
132943318,SOHO CENTER FOR ARTS AND EDUCATION INC,,1564 W HOOVER RD,MADISON,VA,22727-2953,0000,03,3,2000,198701,1,11,046032000,1,01,202506,6,6,01,0,06,1510588,4952872,4952872,B25Z,
132944626,AMERICAN DRIVING SOCIETY INC,% STACY CARLSON,9650 OAKVIEW RD,KEMPTON,PA,19529-9156,0000,03,3,1000,197512,1,16,000000000,1,01,202412,6,4,01,0,12,1461284,408871,403170,N71,
132945464,EMBROIDERERS GUILD OF AMERICA INC,% NADINE JACKSON,110 APOSTLES CT,WINSTON SALEM,NC,27107-1582,2710,03,9,2000,197603,1,15,059000000,5,01,,0,0,02,0,12,,,,,STATEN ISLAND
132945779,MEDICAL LIBRARY ASSOCIATION INC,,65 E WACKER PL STE 1900,CHICAGO,IL,60601-7246,8112,03,9,2000,199707,1,15,059000000,1,01,,0,0,02,0,12,,,,,NEW YORK-NEW JERSEY CHAPTER
132945877,AMERICAN SOCIETY OF PREVENTIVE ONCOLOGY INC,,8365 KEYSTONE XING STE 107,INDIANAPOLIS,IN,46240-2685,0000,03,3,1200,197812,1,16,995123162,1,01,202512,5,5,01,0,12,636207,560355,560355,U50,
132953688,AMERICAN FRIENDS OF NEW COLLEGE LTD,% LEWIS H VAN DUSEN JR,5 GREAT VALLEY PKWY STE 210,MALVERN,PA,19355-1426,0000,03,3,1200,197810,1,15,034000000,1,01,202412,6,5,01,0,12,1195039,620732,620732,Q112,
132956518,COALITION OF LABOR UNION WOMEN CENTER FOR EDUCATION AND RESEARCH,% COALITION OF LABOR UNION WORMEN,815 16TH ST NW FL 2,WASHINGTON,DC,20006-4101,0000,03,3,1000,197812,1,15,430123124,1,01,202512,0,0,02,0,12,0,0,0,,
132957841,FICTION COLLECTIVE INC,% JOANNA RUOCCO,660 IRVING ST,WINSTON SALEM,NC,27103-3724,0000,03,3,1000,201212,1,16,120000000,1,01,202512,4,3,01,0,12,179834,95633,95633,A33,
132966004,GROUP OF THIRTY,% THE GROUP,1701 K ST NW STE 801,WASHINGTON,DC,20006-1507,0000,03,3,1000,197903,1,15,124000000,1,01,202412,6,5,01,0,12,3796649,880609,880609,Q32E,
132967185,CASUALTY ACTUARIAL SOCIETY TRUST,,4250 FAIRFAX DR STE 650,ARLINGTON,VA,22203-2091,0000,03,3,2000,197902,1,17,061914000,2,01,202409,4,3,02,0,09,247267,32812,32812,,
132971723,US BOARD ON BOOKS FOR YOUNG PEOPLE INC,,1000 CAPITOL DR,WHEELING,IL,60090-7201,0000,03,3,0000,197903,1,15,092000000,1,01,202512,4,3,01,0,12,334663,94373,94373,,
132974080,M & T WEINER FOUNDATION,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,0000,197904,1,04,602000000,1,01,202412,8,7,00,1,12,25724250,8712459,,,
132975806,COCO POINT FUND,% MR WILLIAM C LORTZ,12 OXFORD ST,CHEVY CHASE,MD,20815-4231,0000,03,3,2000,197904,1,15,910000000,1,01,202412,6,4,01,0,12,1216695,225930,225930,,
132978937,THE JOHN C GRISWOLD FAMILY FOUNDATION,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,197907,1,04,561000000,1,01,202511,8,6,00,1,11,13375772,4790963,,,
132982306,JOHN WINTHROP CHARITABLE TRUST,% WOOD STRUTHERS & WINTHROP,PO BOX 22527,CHARLESTON,SC,29413-2527,0000,03,3,1000,197908,1,04,602000000,2,01,202506,6,6,00,1,06,4393141,1597773,,,
132982969,CHILD TRENDS INCORPORATED,,12300 TWINBROOK PKWY STE 235,ROCKVILLE,MD,20852-1609,0000,03,3,1000,197905,1,15,124199000,1,01,202512,8,8,01,0,12,24416609,48469727,43103286,P30E,
132983834,INTERNATIONAL ELECTRICAL TESTING ASSOC,% JANE TANZ,3050 OLD CENTRE RD STE 101,PORTAGE,MI,49024-4882,0000,06,3,2000,197907,2,00,205000000,1,01,202412,7,7,01,0,12,5113369,5051110,4798387,,
132984912,SOCIETY OF BEHAVIORAL MEDICINE INC,,555 E WELLS ST STE 1100,MILWAUKEE,WI,53202-3823,0000,03,3,2000,198008,1,16,123199000,1,01,202412,6,6,01,0,12,4871333,2024954,1980802,,
132989468,ARTHUR K WATSON CHARITABLE TR UW,% J P MORGAN CHASE BANK NA TRUSTEE,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,03,3,1000,197907,1,04,602000000,2,01,202505,7,6,00,1,05,8754173,2572939,,,P15955001
132990539,NEW YORK BIOLOGY TEACHERS ASSOCIATION INC,% JOSEPH CASSAR,236 PURPLE MARTIN DR,BUSHKILL,PA,18324-8487,0000,03,3,2100,197808,1,15,123149033,1,01,202508,0,0,02,0,08,0,0,0,,
132991537,DFK- USA INC,,312 WALNUT ST STE 2500,CINCINNATI,OH,45202-4025,0000,06,3,3000,198112,2,00,000000000,1,01,202412,5,6,01,0,12,549319,1439391,1439391,,
132996432,NATIONAL ASSOC OF JAPAN-AMERICA SOCIETIES INCORPORATED,,1819 L ST NW STE 200,WASHINGTON,DC,20036-3866,0000,03,3,1200,197909,1,15,603000000,1,01,202512,6,6,01,0,12,1930397,1225689,1225689,Q032,
132998164,LAWSCHOOL ADMISSIONS COUNCIL INC,% JENNA COOK,662 PENN ST,NEWTOWN,PA,18940-2176,0000,03,3,1200,197912,1,16,059124603,1,01,202506,9,9,01,0,06,331172696,133747079,133588322,B900,
133000467,NATIONAL ASSOCIATION OF POLICE ORGANIZATIONS INC,% JULES BERNSTEIN,317 S PATRICK ST,ALEXANDRIA,VA,22314-3501,0000,06,3,1000,198506,2,00,205000000,1,01,202412,6,6,01,0,12,2381571,1460089,1460089,,
133005663,NATIONAL ASSOCIATION OF SECURITY CO INC,,444 N CAPITOL ST NW STE 607,WASHINGTON,DC,20001-1581,0000,06,3,2000,198205,2,00,200000000,1,01,202412,5,5,01,0,12,840326,746924,746924,,NASCO
133010186,THE WESTCHESTER INSTITUTE FOR HUMAN SERVICES RESEARCH INC,,215 MORRIS ST,DURHAM,NC,27701-2124,0000,03,3,1000,198705,1,16,124000000,1,01,202506,0,0,02,0,06,0,0,0,,
133013019,SOCIETY FOR MUSIC THEORY INC,% DAVID SMITH,1201 E 3RD ST,BLOOMINGTON,IN,47405-7006,0000,03,3,1200,198002,1,16,119123000,1,01,202412,6,4,01,0,12,1049221,248311,248311,A68Z,
133013090,NATIONAL FOREIGN TRADE COUNCIL FOUNDATION INC,% TREASURER,1225 NEW YORK AVE NW STE 650B,WASHINGTON,DC,20005-6410,0000,03,3,1200,198003,1,16,995123124,1,01,202504,5,5,01,0,04,871833,823030,823030,,
133014381,CARPATHO RUSYN RESEARCH CENTER,,PO BOX 252,DUNMORE,PA,18512-0252,0000,03,3,1000,198003,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,,
133024132,SUPERNATURAL DELIVERANCE CRUSADES INC,,PO BOX 1269,HOPE MILLS,NC,28348-1269,0000,03,3,7000,198006,1,10,001006007,1,01,,0,0,06,0,06,,,,,
133031098,NATIONAL YOUTH EMPLOYMENT COALITION INC,% MARY ANN HALEY,1155 15TH ST NW STE 725,WASHINGTON,DC,20005-2752,0000,03,3,2000,198012,1,15,994125000,5,01,202506,6,6,01,0,06,2410462,1040831,1040831,,
133032462,AMERICAN ELECTRIC POWER SYSTEM BLACK LUNG BENEFITS TRUST,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253-5007,0000,21,3,1000,202312,0,00,000000000,2,01,202412,8,8,01,0,12,12610257,13057615,7457944,Y20,
133039601,ALZHEIMERS DISEASE AND RELATED DISORDERS ASSOCIATION INC,% JENNIFER ENNENBACH,225 N MICHIGAN AVE STE 1700,CHICAGO,IL,60601-7652,9334,03,6,1000,198506,1,15,161000000,1,01,202506,9,9,01,0,06,523717634,612645082,457244898,G830,ALZHEIMERS ASSOC
133039604,GALLANT FAMILY FOUNDATION INC,,101 N TRYON ST STE 1900,CHARLOTTE,NC,28246-0103,0000,03,3,2000,198202,1,04,119000000,1,01,202506,7,6,00,1,06,8244578,1109584,,,
133041317,BAKING INDUSTRY SANITATION STANDARD COMMITTEE,,4231 W 96TH ST,INDIANAPOLIS,IN,46268-1113,0000,06,3,1000,198412,2,00,205200229,1,01,202512,4,3,02,0,12,295709,45295,45295,,
133041396,GEORGE LINK JR FOUNDATION INC,% THE BANK OF NEW YORK,PO BOX 185,PITTSBURGH,PA,15230-0185,0000,03,3,1000,198104,1,04,602560000,1,01,202412,8,8,00,1,12,33007865,15582134,,,
133045214,JEROME & MARION STONE ART FOUNDATIN,% MICHAEL B LEVIN,2214 N DAYTON ST,CHICAGO,IL,60614-3612,0000,03,3,1000,198012,1,04,060000000,1,01,202506,4,3,00,1,06,351017,39096,,,
133047545,SALLY ENGELHARD PINGREE FOUNDATION,% ENGELHARD HANOVIA INC,2735 OLIVE ST NW APT 12,WASHINGTON,DC,20007-3374,0000,03,3,1000,198104,1,04,602000000,1,01,202312,3,1,00,1,12,42522,1,,,
133048373,AMERICAN SOCIETY OF TRANSPLANT SURGEONS,% KIM GIFFORD,1401 S CLARK ST STE 1120,ARLINGTON,VA,22202-4165,0000,03,3,2000,197512,1,16,000000000,1,01,202412,7,8,01,0,12,6353663,11783714,11783714,G9BZ,
133052485,INTERNATIONAL MICROWAVE POWER INSTITUTE,% MOLLY POISANT,7009 BARTLETTS BLUFF RD,MECHANICSVLLE,VA,23111-5027,0000,03,3,2000,199004,1,16,149199000,1,01,202512,3,4,01,0,12,55534,170571,170571,U40Z,
133052488,NATIONAL SOCIETY OF GENETIC COUNSELORS INC,% BILLMAN WEISS RIFKIND ET AL,330 N WABASH AVE STE 2000,CHICAGO,IL,60611-7621,5477,06,6,2000,200807,2,00,205229000,1,01,202412,7,7,01,0,12,5287756,5519221,5191921,A03,
133052765,OLMSTED NETWORK INC,,1763 COLUMBIA RD NW PMB 590808 17,WASHINGTON,DC,20009-2834,0000,03,3,1000,198103,1,15,119000000,1,01,202512,6,5,01,0,12,1476115,539618,539273,N32Z,
133054365,THE KENNETH S WARREN INSTITUTE INC,% CENTER FOR PUBLIC RESOURCES,C/O LINTON5011 SOUTHPARK DRSTE100,DURHAM,NC,27713-0000,0000,03,3,1800,198107,1,04,161162000,1,02,202412,3,1,00,1,12,61827,1,,,
133054425,UNITED STATES JAPAN FOUNDATION,,1816 JEFFERSON PL NW,WASHINGTON,DC,20036-2505,0000,03,3,1000,198106,1,04,123124000,1,01,202412,9,8,00,1,12,102425848,14189066,,,
133058782,MARK TWAIN FOUNDATION,% JPMORGAN CHASE BANK NA,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,03,3,1000,197912,1,04,092000000,2,01,202510,6,5,00,1,10,2454137,846528,,,
133062211,T 7291 HOWARD YOUNG MEDICAL CENTER TRUST,% THE JP MORGAN CHASE BANK NA,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,03,3,1000,197309,1,04,922000000,2,01,202505,8,8,00,1,05,39772801,12013101,,E110,
133065716,PEOPLE FOR THE AMERICAN WAY FOUNDATION,,1101 15TH ST NW STE 600,WASHINGTON,DC,20005-5023,0000,03,3,1000,198107,1,15,908000000,1,01,202509,7,7,01,0,09,7762718,7577897,4206661,R600,
133070077,NIPERA INC,,2525 MERIDIAN PKWY STE 240,DURHAM,NC,27713-5244,0000,03,3,1000,198111,1,04,199000000,1,01,202512,6,6,00,1,12,1245264,4068111,,,
133072570,TURNER CONSTRUCTION COMPANY FOUNDATION,% TAX DEPT,510 RACE ST,CINCINNATI,OH,45202-2321,0000,03,3,1000,198301,1,04,602000000,5,01,202412,6,7,00,1,12,3595482,9177220,,,
133074763,CLASS OF 1958 UNITED STATES MILITARY ACADEMY,% RONALD K ANDRESON,3452 BARRISTERS KEEPE CIR,FAIRFAX,VA,22031-4715,0000,19,3,1000,200011,1,00,319000000,1,01,202512,0,0,02,0,12,0,0,0,W30,
133076803,INTERNATIONAL ASSOCIATION OF CONFERENCE CENTERS,% MARK COOPER,35 E WACKER DR STE 850,CHICAGO,IL,60601-2101,0000,06,3,1000,200008,2,00,000000000,1,01,202412,6,4,01,0,12,1043439,306228,306228,S41,
133080568,NATIONAL ASSOCIATION OF GUARDSMEN INC,,3037 LAWRENCE CRES,FLOSSMOOR,IL,60422-2053,9109,07,6,1000,198205,2,00,319000000,1,01,202512,0,0,02,0,12,0,0,0,,NATIONAL CHAPTER
133082899,BLACK PSYCHIATRISTS OF AMERICA INC,% ANGELA SHANNON-REID MD,1629 K STREET NW,WASHINGTON,DC,20006-1602,0000,03,3,1200,202305,1,15,998000000,1,01,202412,3,4,01,0,12,80114,396908,396908,A01,
133082904,BREEDERS CUP LIMITED,,215 W MAIN ST STE 250,LEXINGTON,KY,40507-1774,0000,06,3,2000,198201,2,00,200000000,1,01,202501,9,9,01,0,01,123730032,54820767,51462177,,
133084204,ALFA INTERNATIONAL GLOBAL LEGAL NETWORK INC,,980 N MICHIGAN AVE,CHICAGO,IL,60611-4501,0000,06,3,1000,200211,2,00,000000000,1,01,202412,6,6,01,0,12,4987200,4755130,3963388,Y99,
133085961,THE EPISCOPAL WOMENS HISTORY PROJECT INC,,913 WILSON RD,WILMINGTON,DE,19803-4012,0000,03,3,7000,202512,1,15,998000000,1,01,,0,0,13,0,12,,,,A80,
133089411,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,% PATRICIA FLOYD HICKS,7218 STARBOARD DR,DISTRICT HTS,MD,20747-1784,0194,05,9,3000,194010,0,00,000000000,5,01,202512,4,3,01,0,12,478211,68576,68576,,216 AFGE COUNCIL 216
133096238,IRWIN BLOCK AND SONIA WYSOCKI BLOCK SCHOLARSHIP MEMORIAL FUND,% JP MORGAN CHASE BANK NA,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,03,3,1000,198408,1,04,602000000,1,01,202601,6,5,00,1,01,1869464,559141,,,BLOCK SCHOLARSHIP MEMORIAL FUND
133096937,SMIDINGER TR,% PETER SMIDINGER,5246 LONSDALE DR,SPRINGFIELD,VA,22151-1712,0000,03,3,1000,198212,1,04,000000000,1,01,202412,6,4,00,1,12,1157388,173167,,,PETER SMIDINGER TTEE
133097034,DAVIDSON FAMILY FOUNDATION INC,% D DAVIDSON,18860 BETHPAGE DR,LEWES,DE,19958-4850,0000,03,3,1000,198203,1,04,602040000,1,01,202512,4,2,00,1,12,104480,10437,,,
133097502,JOSEPH AND ROBERT CORNELL MEMORIAL FOUNDATION,% FIDUCIARY TRUST COMPANY,1 BOARS HEAD POINTE STE 127,CHARLOTTESVLE,VA,22903-4656,0000,03,3,1000,198407,1,04,602119091,2,01,202512,9,8,00,1,12,66101387,12177166,,,
133098494,THE CIESLA FOUNDATION INC,,5005 LINNEAN AVE NW,WASHINGTON,DC,20008-2042,0000,03,3,2000,198203,1,15,122994000,1,01,202412,4,5,01,0,12,180730,904278,904278,,
133098867,BON SECOURS NEW YORK HEALTH SYSTEM INC,,8990 OLD ANNAPOLIS RD,COLUMBIA,MD,21045-2182,5816,03,9,1000,201105,1,15,382000000,1,01,,7,6,02,0,12,,,,L21Z,FRANCES SCHERVIER HOUSING DEVELOPME
133101075,THE YIP HARBURG FOUNDATION INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,198206,1,04,998000000,1,01,202506,4,4,00,1,06,439364,186043,,,
133102892,HARMON FOUNDATION,% BCRS ASSOCIATES LLC,205 ISLAND POINT CT,MT PLEASANT,SC,29464-7830,0000,03,3,1000,198208,1,04,602000000,2,01,202501,3,1,00,1,01,42734,639,,,
133102976,ROBERT & LINDA FRIEDMAN FOUNDATION,% THE ROBERT& LINDA FRIEDMAN F,C/O SILVERCREST 230 COURT SQUARE,CHARLOTTESVILLE,VA,22902-0000,0000,03,3,1000,198204,1,04,998000000,2,01,202601,4,4,00,1,01,481611,373353,,,
133103022,EDUCATION AND SCIENCE SOCIETY INC,% DR CHIAIO,8360 GREENSBORO DR UNIT 423,MCLEAN,VA,22102-3512,0000,03,3,1000,198306,0,15,000000000,1,01,202512,5,4,01,0,12,856450,231872,140658,,
133104113,CHARIN RESEARCH FOUNDATION INC,% JOHN C SOMBERG,21 NORTH SKOKIE VALLEY HIGHWAY G3,LAKE BLUFF,IL,60044-0000,0000,03,3,2800,202502,1,03,998000000,1,01,202412,4,3,00,1,12,481985,41321,,U20,
133104415,AMERICAN FRIENDS OF GATESHEAD TALMUDICAL COLLEGE,% SHMUEL KELLER,5359 N BERNARD ST,CHICAGO,IL,60625-4703,0000,03,3,1000,201401,1,15,998000000,1,01,202403,5,5,01,0,03,829160,904802,842764,G12,
133111758,STUART PIMSLER DANCE & THEATER INC,,3315 ALDRICH AVE S,MINNEAPOLIS,MN,55408-3627,0000,03,3,2000,198206,1,15,088000000,1,01,202506,4,4,01,0,06,324557,118356,109297,A62Z,
133115330,WORLD FEDERATION FOR ULTRASOUND IN MEDICINE AND BIOLOGY INC,,233 S WACKER DR STE 5900,CHICAGO,IL,60606-6361,0000,03,3,1000,200904,1,16,998000000,1,01,202412,6,6,01,0,12,4732667,1319973,857814,H99,
133116673,YALE UNIVERSITY TRUST UW A-C 101159-01,% CITIBANK NA PBG TAX DEPT SORT,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,0,1000,000000,0,00,000000000,5,12,202512,4,4,00,1,12,239946,104574,,,
133116679,W F ALBRIGHT INSTITUTE OF ARCHAEOLOGICAL RESEARCH,,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,000000,0,00,909000000,6,12,202512,4,3,00,1,12,203016,86036,,,
133116740,TTEE FD FOR THE BLIND OF VOCATIONS & COMMUNITY SERVICES FOR THE BLIND,% CITIBANK NA PB & I TAX DEPT,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,198210,0,00,909000000,6,12,202512,4,3,00,1,12,198053,86592,,,RUHL CHARLES H UW
133116825,PRESBYTERIAN HOSPITAL TRUST 40 15C,,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,000000,0,00,909000000,6,12,202512,4,4,00,1,12,397104,208867,,,
133116876,ISAAC BELL MEDAL FOR BRAVERY 40 15C,% CITIBANK NA PB & I TAXDEPARTMENT,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,000000,0,00,909000000,6,12,202512,4,4,00,1,12,351275,131330,,,
133117681,LITTLE SISTERS POOR OF L A TTEES UW,% CITIBANK NA PB & I TAX DEPT,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,000000,0,00,000000000,5,12,202512,4,3,00,1,12,179915,77032,,,
133117683,FREDERICK A RIDLEY TR UW FBO FIRST BAPTIST CHURCH OF CRANFORD 133558,% CITIBANK,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,000000,0,00,909000000,6,12,202512,3,3,00,1,12,97407,38953,,,
133118966,COUNCIL FOR HEALTH AND HUMAN SERVICE MINISTRIES,% BRYAN W SICKBERT,PO BOX 91456,CLEVELAND,OH,44101-3456,1665,03,9,7000,196406,1,10,001029000,5,01,202412,6,5,01,0,12,1588044,789850,789850,,
133120759,AMERICAN ACADEMY OF IMPLANT DENTISTRY FOUNDATION,,211 E CHICAGO AVE STE 1100,CHICAGO,IL,60611-2687,0000,03,3,2000,198209,1,15,161000000,1,01,202412,7,6,01,0,12,6664557,1834274,661551,,
133124088,NATIONAL ACADEMY OF FORENSIC ENGINEERS,% OGDEN ENGINEERING,217 GRANDVILLE AVE SW STE 302,GRAND RAPIDS,MI,49503-4073,0000,06,3,2000,198309,2,00,205229000,1,01,202412,4,4,01,0,12,205952,271307,271307,,
133125043,MAIL SYSTEMS MANAGEMENT ASSOCIATION INC,% BARBARA FALY,PO BOX 3002,OAK BROOK,IL,60522-3002,8096,06,6,2000,199704,2,00,200000000,1,01,202512,0,0,02,0,12,0,0,0,,
133129302,NATIONAL CRIME PREVENTION COUNCIL INC,,1100 15TH STREET NW,WASHINGTON,DC,20005-1707,0000,03,3,1000,198805,1,15,406000000,1,01,202409,6,6,01,0,09,2681946,1227345,1227345,,
133133514,FBI AGENTS ASSOCIATION,,PO BOX 320215,ALEXANDRIA,VA,22320-4215,0000,06,3,2000,198210,2,00,319000000,1,01,202506,7,6,01,0,06,5636483,3239827,2842765,,
133134417,N Y ACADEMY OF MEDICINE TTEE 124538,% CITIBANK NA PBD TAX DEPT,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,000000,1,00,000000000,5,12,202512,4,1,00,1,12,139406,8489,,,
133136984,KAPPA SIGMA FRATERNITY,% MORRIS PATRICK GALLAUDET UNIV,800 FLORIDA AVE NE,WASHINGTON,DC,20002-3600,0262,07,9,1000,194012,2,00,036279265,5,01,202505,0,0,02,0,05,0,0,0,,MU-LOTA CHAPTER
133139099,KAPPA SIGMA FRATERNITY,% UNIVERSITY OF LOUISVILLE,1143 S 1ST ST,LOUISVILLE,KY,40203-2803,0262,07,9,1000,194012,2,00,036279265,5,01,202505,0,0,02,0,05,0,0,0,,236 MU - ETA CHAPTER
133141753,AMERICAN SOCIETY FOR DENTAL AESTHETICS INC,,1080 POLARIS PKWY STE 130,COLUMBUS,OH,43240-6035,0000,03,3,1000,198909,1,15,162000000,1,01,202506,4,4,01,0,06,184117,249442,249442,G9XZ,
133143537,VIRGINIA E STAUFFER SCHOLARSHIP FUND TRUST 844881,% THE BANK OF NEW YORK TAX DEPT,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,4000,198305,1,04,040926000,2,01,202508,4,4,00,1,08,403731,113927,,,
133151548,HERBERT AND NELL SINGER FOUNDATION INC,% FOUNDATION SOURCE,501 SILVERSIDE RD STE 123,WILMINGTON,DE,19809-1377,0000,03,3,1000,198304,1,04,602603000,1,01,202512,9,8,00,1,12,50635429,15851932,,,
